aobtDateKey;adep;ades;aobtDate;aobtTime;aibtDate;aibtTime;aircraftRegistration;aircraftType;airline
20170101;LEMH;LEBL;01/01/2017;17:18:00;01/01/2017;18:01:00;EIDYM;B738;RYR
20170101;LEMH;LEPA;01/01/2017;16:21:00;01/01/2017;16:48:00;ECJZU;CRJ9;ANE
20170101;LEMH;LEBL;01/01/2017;16:01:00;01/01/2017;16:50:00;ECLOC;A320;VLG
20170101;LEMH;LEBL;01/01/2017;20:40:00;01/01/2017;21:28:00;ECMES;A320;VLG
20170101;LEMH;LEBL;01/01/2017;13:31:00;01/01/2017;14:16:00;ECMKE;AT75;AEA
20170101;LEMH;LEPA;01/01/2017;8:42:00;01/01/2017;9:11:00;ECJZU;CRJ9;ANE
20170101;LEMH;LEPA;01/01/2017;11:14:00;01/01/2017;11:42:00;ECLYJ;AT75;AEA
20170101;LEMH;LEVC;01/01/2017;13:23:00;01/01/2017;14:27:00;ECLRU;AT76;ANE
20170101;LEMH;LEBL;01/01/2017;18:07:00;01/01/2017;19:11:00;ECLYJ;AT75;AEA
20170101;LEMH;LEPA;01/01/2017;16:45:00;01/01/2017;17:18:00;ECMKE;AT75;AEA
20170101;LEMH;LEMD;01/01/2017;6:04:00;01/01/2017;7:29:00;ECLJT;CRJX;ANE
20170101;LEMH;LEPA;01/01/2017;6:04:00;01/01/2017;6:35:00;ECJXZ;CRJ9;ANE
20170101;LEMH;LEMD;01/01/2017;12:52:00;01/01/2017;14:12:00;ECLPG;CRJX;ANE
20170101;LEMH;LEBL;01/01/2017;17:15:00;01/01/2017;18:02:00;ECLQK;A320;VLG
20170102;LEMH;LEPA;02/01/2017;19:25:00;02/01/2017;19:48:00;ECHTS;E120;SWT
20170102;LEMH;LEBL;02/01/2017;16:47:00;02/01/2017;17:34:00;ECMJB;A320;VLG
20170102;LEMH;LEBL;02/01/2017;13:29:00;02/01/2017;14:21:00;ECMKE;AT75;AEA
20170102;LEMH;LEPA;02/01/2017;16:36:00;02/01/2017;17:06:00;ECMKE;AT75;AEA
20170102;LEMH;LEMD;02/01/2017;13:30:00;02/01/2017;14:51:00;ECLPG;CRJX;ANE
20170102;LEMH;LEPA;02/01/2017;16:17:00;02/01/2017;16:50:00;ECJXZ;CRJ9;ANE
20170102;LEMH;LEBL;02/01/2017;17:43:00;02/01/2017;18:26:00;ECHQL;A320;VLG
20170102;LEMH;LEPA;02/01/2017;9:05:00;02/01/2017;9:34:00;ECJXZ;CRJ9;ANE
20170102;LEMH;LEPA;02/01/2017;8:55:00;02/01/2017;9:36:00;ECLYJ;AT75;AEA
20170102;LEMH;LEVC;02/01/2017;21:07:00;02/01/2017;21:59:00;ECJYV;CRJ9;ANE
20170102;LEMH;LEPA;02/01/2017;6:08:00;02/01/2017;6:39:00;ECJZU;CRJ9;ANE
20170102;LEMH;LEMD;02/01/2017;6:03:00;02/01/2017;7:21:00;ECMLC;CRJX;ANE
20170102;LEMH;LEBL;02/01/2017;6:04:00;02/01/2017;6:52:00;ECLYJ;AT75;AEA
20170103;LEMH;LEBL;03/01/2017;15:55:00;03/01/2017;16:39:00;ECLRM;A320;VLG
20170103;LEMH;LEPA;03/01/2017;16:17:00;03/01/2017;16:49:00;ECJZU;CRJ9;ANE
20170103;LEMH;LEBL;03/01/2017;19:50:00;03/01/2017;20:36:00;ECMBL;A320;VLG
20170103;LEMH;LEPA;03/01/2017;11:18:00;03/01/2017;11:49:00;ECLYJ;AT75;AEA
20170103;LEMH;LEBL;03/01/2017;6:03:00;03/01/2017;6:52:00;ECLYJ;AT75;AEA
20170103;LEMH;LEBL;03/01/2017;7:47:00;03/01/2017;8:27:00;ECLOC;A320;VLG
20170103;LEMH;LEPA;03/01/2017;6:03:00;03/01/2017;6:31:00;ECJXZ;CRJ9;ANE
20170103;LEMH;LEPA;03/01/2017;8:56:00;03/01/2017;9:27:00;ECLYJ;AT75;AEA
20170103;LEMH;LEPA;03/01/2017;18:28:00;03/01/2017;18:58:00;ECJZU;CRJ9;ANE
20170104;LEMH;LEBL;04/01/2017;13:36:00;04/01/2017;14:22:00;ECMKE;AT75;AEA
20170104;LEMH;LEPA;04/01/2017;19:21:00;04/01/2017;19:48:00;ECHTS;E120;SWT
20170104;LEMH;LEBL;04/01/2017;6:01:00;04/01/2017;6:48:00;ECLYJ;AT75;AEA
20170104;LEMH;LEPA;04/01/2017;16:38:00;04/01/2017;17:09:00;ECMKE;AT75;AEA
20170104;LEMH;LEPA;04/01/2017;11:23:00;04/01/2017;11:54:00;ECLYJ;AT75;AEA
20170104;LEMH;LEBL;04/01/2017;18:00:00;04/01/2017;18:46:00;ECLYJ;AT75;AEA
20170104;LEMH;LEMD;04/01/2017;6:03:00;04/01/2017;7:19:00;ECMNR;CRJX;ANE
20170104;LEMH;LEPA;04/01/2017;16:27:00;04/01/2017;16:57:00;ECJZU;CRJ9;ANE
20170104;LEMH;LEPA;04/01/2017;6:05:00;04/01/2017;6:32:00;ECJZU;CRJ9;ANE
20170104;LEMH;LEMD;04/01/2017;13:03:00;04/01/2017;14:12:00;ECLJR;CRJX;ANE
20170105;LEMH;LEPA;05/01/2017;16:42:00;05/01/2017;17:16:00;ECMKE;AT75;AEA
20170105;LEMH;LEPA;05/01/2017;8:46:00;05/01/2017;9:20:00;ECJZU;CRJ9;ANE
20170105;LEMH;LEBL;05/01/2017;19:21:00;05/01/2017;20:01:00;ECHGZ;A320;VLG
20170105;LEMH;LEPA;05/01/2017;19:15:00;05/01/2017;19:54:00;ECHTS;E120;SWT
20170105;LEMH;LEPA;05/01/2017;16:28:00;05/01/2017;17:05:00;ECJZT;CRJ9;ANE
20170105;LEMH;LEBL;05/01/2017;7:40:00;05/01/2017;8:29:00;ECHQL;A320;VLG
20170105;LEMH;LEPA;05/01/2017;18:31:00;05/01/2017;19:08:00;ECJZU;CRJ9;ANE
20170105;LEMH;LEBL;05/01/2017;12:30:00;05/01/2017;13:09:00;ECLZM;A320;VLG
20170105;LEMH;LEMD;05/01/2017;12:58:00;05/01/2017;14:17:00;ECMLN;CRJX;ANE
20170105;LEMH;LEBL;05/01/2017;17:15:00;05/01/2017;18:02:00;EIEFP;B738;RYR
20170105;LEMH;LEBL;05/01/2017;13:27:00;05/01/2017;14:21:00;ECMKE;AT75;AEA
20170105;LEMH;LEBL;05/01/2017;15:56:00;05/01/2017;16:36:00;ECMAI;A320;VLG
20170106;LEMH;LEBL;06/01/2017;7:06:00;06/01/2017;7:52:00;ECJKH;E120;SWT
20170106;LEMH;LEPA;06/01/2017;9:00:00;06/01/2017;9:37:00;ECLYJ;AT75;AEA
20170106;LEMH;LEVC;06/01/2017;20:54:00;06/01/2017;21:49:00;ECMJP;CRJX;ANE
20170106;LEMH;LEBL;06/01/2017;13:30:00;06/01/2017;14:20:00;ECMKE;AT75;AEA
20170106;LEMH;LEMD;06/01/2017;13:25:00;06/01/2017;14:48:00;ECMJQ;CRJX;ANE
20170106;LEMH;EGKK;06/01/2017;12:15:00;31/12/9999;23:59:00;GOZBW;A320;MON
20170106;LEMH;LEPA;06/01/2017;8:52:00;06/01/2017;9:21:00;ECJYV;CRJ9;ANE
20170106;LEMH;LEBL;06/01/2017;17:53:00;06/01/2017;18:46:00;ECLYJ;AT75;AEA
20170106;LEMH;LEBL;06/01/2017;12:25:00;06/01/2017;13:08:00;ECMES;A320;VLG
20170106;LEMH;LEPA;06/01/2017;16:37:00;06/01/2017;17:09:00;ECMKE;AT75;AEA
20170107;LEMH;LEBL;07/01/2017;12:48:00;07/01/2017;13:35:00;ECKDT;A320;VLG
20170107;LEMH;LEBL;07/01/2017;17:10:00;07/01/2017;17:57:00;EIEPF;B738;RYR
20170107;LEMH;LEMD;07/01/2017;6:08:00;07/01/2017;7:30:00;ECLPN;CRJX;ANE
20170107;LEMH;LEPA;07/01/2017;9:55:00;07/01/2017;10:25:00;ECLYJ;AT75;AEA
20170107;LEMH;LEPA;07/01/2017;8:53:00;07/01/2017;9:22:00;ECMFC;CRJ9;ANE
20170107;LEMH;LEPA;07/01/2017;6:10:00;07/01/2017;6:44:00;ECJYV;CRJ9;ANE
20170107;LEMH;LEBL;07/01/2017;16:45:00;07/01/2017;17:35:00;ECLYJ;AT75;AEA
20170108;LEMH;LEBL;08/01/2017;17:05:00;08/01/2017;17:49:00;EIESO;B738;RYR
20170108;LEMH;LEBL;08/01/2017;16:51:00;08/01/2017;17:39:00;ECMKE;AT75;AEA
20170108;LEMH;LEPA;08/01/2017;8:55:00;08/01/2017;9:26:00;ECJYV;CRJ9;ANE
20170108;LEMH;LEVC;08/01/2017;13:34:00;08/01/2017;14:26:00;ECMFC;CRJ9;ANE
20170108;LEMH;LEBL;08/01/2017;21:35:00;08/01/2017;22:23:00;ECMKM;A320;VLG
20170108;LEMH;LEPA;08/01/2017;6:05:00;08/01/2017;6:38:00;ECMKE;AT75;AEA
20170108;LEMH;LEPA;08/01/2017;15:46:00;08/01/2017;16:23:00;ECMLS;CRJ2;ANE
20170108;LEMH;LEBL;08/01/2017;8:16:00;08/01/2017;9:07:00;ECMKE;AT75;AEA
20170108;LEMH;LEMD;08/01/2017;6:04:00;08/01/2017;7:25:00;ECMNQ;CRJX;ANE
20170108;LEMH;LEBL;08/01/2017;16:40:00;08/01/2017;17:21:00;ECKDT;A320;VLG
20170108;LEMH;LEPA;08/01/2017;11:02:00;08/01/2017;11:32:00;ECMFC;CRJ9;ANE
20170108;LEMH;LEMD;08/01/2017;11:59:00;08/01/2017;13:26:00;ECLJS;CRJX;ANE
20170108;LEMH;LEBL;08/01/2017;13:34:00;08/01/2017;14:23:00;ECMKE;AT75;AEA
20170108;LEMH;LEPA;08/01/2017;11:17:00;08/01/2017;11:47:00;ECMKE;AT75;AEA
20170108;LEMH;LEBL;08/01/2017;12:37:00;08/01/2017;13:20:00;ECMJC;A320;VLG
20170108;LEMH;LEBL;08/01/2017;6:35:00;08/01/2017;7:24:00;ECHTS;E120;SWT
20170109;LEMH;LEBL;09/01/2017;13:35:00;09/01/2017;14:23:00;ECMKE;AT75;AEA
20170109;LEMH;LEPA;09/01/2017;16:19:00;09/01/2017;16:52:00;ECLOJ;CRJX;ANE
20170109;LEMH;LEPA;09/01/2017;16:37:00;09/01/2017;17:12:00;ECMKE;AT75;AEA
20170109;LEMH;LEBL;09/01/2017;15:52:00;09/01/2017;16:32:00;ECMDZ;A320;VLG
20170109;LEMH;LEBL;09/01/2017;17:55:00;09/01/2017;19:00:00;ECLYJ;AT75;AEA
20170109;LEMH;LEMD;09/01/2017;6:11:00;09/01/2017;7:29:00;ECLJT;CRJX;ANE
20170109;LEMH;LEBL;09/01/2017;19:26:00;09/01/2017;20:16:00;ECLRE;A320;VLG
20170110;LEMH;LEBL;10/01/2017;19:15:00;10/01/2017;20:04:00;ECLVV;A320;VLG
20170110;LEMH;LEPA;10/01/2017;11:12:00;10/01/2017;11:43:00;ECLYJ;AT75;AEA
20170110;LEMH;LEPA;10/01/2017;18:28:00;10/01/2017;19:03:00;ECLOX;CRJX;ANE
20170110;LEMH;LEPA;10/01/2017;16:40:00;10/01/2017;17:14:00;ECMKE;AT75;AEA
20170110;LEMH;LEPA;10/01/2017;16:25:00;10/01/2017;16:53:00;ECLOX;CRJX;ANE
20170110;LEMH;LEPA;10/01/2017;8:56:00;10/01/2017;9:24:00;ECLOX;CRJX;ANE
20170110;LEMH;LEPA;10/01/2017;8:53:00;10/01/2017;9:23:00;ECLYJ;AT75;AEA
20170110;LEMH;LEPA;10/01/2017;13:52:00;10/01/2017;14:20:00;ECLOJ;CRJX;ANE
20170110;LEMH;LEBL;10/01/2017;12:24:00;10/01/2017;13:07:00;ECMFK;A320;VLG
20170111;LEMH;LEBL;11/01/2017;15:50:00;11/01/2017;16:37:00;ECLOC;A320;VLG
20170111;LEMH;LEBL;11/01/2017;17:58:00;11/01/2017;19:05:00;ECLYJ;AT75;AEA
20170111;LEMH;LEPA;11/01/2017;19:13:00;11/01/2017;19:54:00;ECHTS;E120;SWT
20170111;LEMH;LEMD;11/01/2017;6:57:00;11/01/2017;8:41:00;ECLHV;AT72;SWT
20170111;LEMH;LEBL;11/01/2017;6:00:00;11/01/2017;6:50:00;ECLYJ;AT75;AEA
20170111;LEMH;LEPA;11/01/2017;13:51:00;11/01/2017;14:30:00;ECLOJ;CRJX;ANE
20170112;LEMH;LEMD;12/01/2017;12:58:00;12/01/2017;14:19:00;ECMLC;CRJX;ANE
20170112;LEMH;LEPA;12/01/2017;16:40:00;12/01/2017;17:09:00;ECMKE;AT75;AEA
20170112;LEMH;LEPA;12/01/2017;16:22:00;12/01/2017;16:53:00;ECLOJ;CRJX;ANE
20170112;LEMH;LEBL;12/01/2017;15:55:00;12/01/2017;16:48:00;ECLRY;A320;VLG
20170112;LEMH;LEBL;12/01/2017;12:15:00;12/01/2017;13:03:00;ECKDX;A320;VLG
20170112;LEMH;LEPA;12/01/2017;13:58:00;12/01/2017;14:29:00;ECMLN;CRJX;ANE
20170112;LEMH;LEPA;12/01/2017;6:00:00;12/01/2017;6:32:00;ECMLN;CRJX;ANE
20170112;LEMH;LEBL;12/01/2017;13:30:00;12/01/2017;14:21:00;ECMKE;AT75;AEA
20170112;LEMH;LEBL;12/01/2017;7:35:00;12/01/2017;8:22:00;ECJSY;A320;VLG
20170112;LEMH;LEBL;12/01/2017;6:00:00;12/01/2017;6:52:00;ECLYJ;AT75;AEA
20170112;LEMH;LEBL;12/01/2017;18:03:00;12/01/2017;19:02:00;ECLYJ;AT75;AEA
20170113;LEMH;LEBL;13/01/2017;16:45:00;13/01/2017;17:36:00;ECHQI;A320;VLG
20170113;LEMH;LEPA;13/01/2017;16:38:00;13/01/2017;17:15:00;ECMKE;AT75;AEA
20170113;LEMH;LEPA;13/01/2017;6:01:00;13/01/2017;6:30:00;ECLOJ;CRJX;ANE
20170113;LEMH;LEBL;13/01/2017;12:25:00;13/01/2017;13:12:00;ECHQI;A320;VLG
20170113;LEMH;LEPA;13/01/2017;19:28:00;13/01/2017;20:01:00;ECHTS;E120;SWT
20170113;LEMH;LEMD;13/01/2017;6:09:00;13/01/2017;7:38:00;ECLJT;CRJX;ANE
20170113;LEMH;LEPA;13/01/2017;16:23:00;13/01/2017;16:57:00;ECMLN;CRJX;ANE
20170113;LEMH;LEPA;13/01/2017;8:53:00;13/01/2017;9:30:00;ECMLN;CRJX;ANE
20170113;LEMH;LEMD;13/01/2017;13:00:00;13/01/2017;14:35:00;ECLJS;CRJX;ANE
20170113;LEMH;LEBL;13/01/2017;6:00:00;13/01/2017;6:49:00;ECLYJ;AT75;AEA
20170113;LEMH;EGKK;13/01/2017;12:06:00;31/12/9999;23:59:00;GZBAU;A320;MON
20170114;LEMH;LEPA;14/01/2017;16:23:00;14/01/2017;17:02:00;ECLOJ;CRJX;ANE
20170114;LEMH;LEPA;14/01/2017;9:45:00;14/01/2017;10:22:00;ECLYJ;AT75;AEA
20170114;LEMH;LEBL;14/01/2017;7:35:00;14/01/2017;8:24:00;ECHHA;A320;VLG
20170114;LEMH;LEPA;14/01/2017;6:04:00;14/01/2017;6:33:00;ECMNQ;CRJX;ANE
20170114;LEMH;LEBL;14/01/2017;13:28:00;14/01/2017;14:20:00;ECLYJ;AT75;AEA
20170114;LEMH;LEMD;14/01/2017;6:06:00;14/01/2017;7:33:00;ECMLN;CRJX;ANE
20170114;LEMH;LEBL;14/01/2017;12:23:00;14/01/2017;13:12:00;ECKCU;A320;VLG
20170114;LEMH;LEPA;14/01/2017;18:30:00;14/01/2017;19:04:00;ECLOJ;CRJX;ANE
20170114;LEMH;LEPA;14/01/2017;8:52:00;14/01/2017;9:26:00;ECLOJ;CRJX;ANE
20170114;LEMH;LEPA;14/01/2017;6:55:00;14/01/2017;7:31:00;ECLYJ;AT75;AEA
20170114;LEMH;LEBL;14/01/2017;17:04:00;14/01/2017;17:51:00;EIFIR;B738;RYR
20170114;LEMH;LEPA;14/01/2017;13:56:00;14/01/2017;14:32:00;ECMNQ;CRJX;ANE
20170115;LEMH;LEBL;15/01/2017;13:12:00;15/01/2017;14:06:00;ECLRM;A320;VLG
20170115;LEMH;LEPA;15/01/2017;16:28:00;15/01/2017;17:01:00;ECLOJ;CRJX;ANE
20170115;LEMH;LEPA;15/01/2017;9:45:00;15/01/2017;10:17:00;ECMKE;AT75;AEA
20170115;LEMH;LEBL;15/01/2017;13:30:00;15/01/2017;14:19:00;ECMKE;AT75;AEA
20170115;LEMH;LEPA;15/01/2017;8:51:00;15/01/2017;9:27:00;ECMNQ;CRJX;ANE
20170115;LEMH;LEBL;15/01/2017;20:35:00;15/01/2017;21:25:00;ECLZM;A320;VLG
20170115;LEMH;LEPA;15/01/2017;19:40:00;15/01/2017;20:18:00;ECMKE;AT75;AEA
20170115;LEMH;LEPA;15/01/2017;6:03:00;15/01/2017;6:42:00;ECLOJ;CRJX;ANE
20170116;LEMH;LEBL;16/01/2017;7:35:00;16/01/2017;8:23:00;ECLQM;A320;VLG
20170116;LEMH;LEPA;16/01/2017;11:17:00;16/01/2017;11:50:00;ECLYJ;AT75;AEA
20170116;LEMH;LEPA;16/01/2017;13:51:00;16/01/2017;14:27:00;ECLPN;CRJX;ANE
20170116;LEMH;LEBL;16/01/2017;19:20:00;16/01/2017;20:08:00;ECKLT;A320;VLG
20170116;LEMH;LEBL;16/01/2017;15:42:00;16/01/2017;16:33:00;ECLQM;A320;VLG
20170116;LEMH;LEPA;16/01/2017;8:58:00;16/01/2017;9:32:00;ECLYJ;AT75;AEA
20170116;LEMH;LEPA;16/01/2017;16:40:00;16/01/2017;17:11:00;ECMKE;AT75;AEA
20170116;LEMH;LEBL;16/01/2017;16:35:00;16/01/2017;17:17:00;EIDAM;B738;RYR
20170116;LEMH;LEMD;16/01/2017;6:09:00;16/01/2017;7:29:00;ECLOJ;CRJX;ANE
20170117;LEMH;LEPA;17/01/2017;19:18:00;17/01/2017;20:00:00;ECJKH;E120;SWT
20170117;LEMH;LEBL;17/01/2017;19:22:00;17/01/2017;20:05:00;ECMFL;A320;VLG
20170117;LEMH;LEBL;17/01/2017;12:20:00;17/01/2017;13:09:00;ECLVB;A320;VLG
20170117;LEMH;LEPA;17/01/2017;6:05:00;17/01/2017;6:42:00;ECMNR;CRJX;ANE
20170117;LEMH;LEMD;17/01/2017;6:14:00;17/01/2017;7:40:00;ECMNQ;CRJX;ANE
20170117;LEMH;LEBL;17/01/2017;16:20:00;17/01/2017;17:04:00;EIESO;B738;RYR
20170117;LEMH;LEPA;17/01/2017;16:16:00;17/01/2017;16:49:00;ECLJR;CRJX;ANE
20170117;LEMH;LEBL;17/01/2017;7:35:00;17/01/2017;8:29:00;ECKDX;A320;VLG
20170118;LEMH;LEBL;18/01/2017;6:46:00;18/01/2017;7:41:00;ECINV;AT73;SWT
20170118;LEMH;LEPA;18/01/2017;18:30:00;18/01/2017;19:07:00;ECMNR;CRJX;ANE
20170118;LEMH;LEPA;18/01/2017;6:03:00;18/01/2017;6:40:00;ECMJQ;CRJX;ANE
20170118;LEMH;LEBL;18/01/2017;12:34:00;18/01/2017;13:18:00;ECMGE;A320;VLG
20170118;LEMH;LEPA;18/01/2017;11:12:00;18/01/2017;11:49:00;ECLYJ;AT75;AEA
20170118;LEMH;LEPA;18/01/2017;19:28:00;18/01/2017;20:12:00;ECHTS;E120;SWT
20170118;LEMH;LEPA;18/01/2017;16:38:00;18/01/2017;17:15:00;ECMKE;AT75;AEA
20170119;LEMH;LEPA;19/01/2017;11:13:00;19/01/2017;11:52:00;ECLYJ;AT75;AEA
20170119;LEMH;LEPA;19/01/2017;16:38:00;19/01/2017;17:15:00;ECMKE;AT75;AEA
20170119;LEMH;LEPA;19/01/2017;16:23:00;19/01/2017;17:01:00;ECMJQ;CRJX;ANE
20170119;LEMH;LEPA;19/01/2017;18:28:00;19/01/2017;19:04:00;ECMJQ;CRJX;ANE
20170119;LEMH;LEBL;19/01/2017;19:15:00;19/01/2017;20:12:00;ECLOC;A320;VLG
20170119;LEMH;LEBL;19/01/2017;8:00:00;19/01/2017;8:48:00;ECLQL;A320;VLG
20170119;LEMH;LEBL;19/01/2017;6:40:00;19/01/2017;7:30:00;EIFIB;B738;RYR
20170119;LEMH;LEBL;19/01/2017;12:26:00;19/01/2017;13:13:00;ECLZN;A320;VLG
20170119;LEMH;LEPA;19/01/2017;13:55:00;19/01/2017;14:32:00;ECLOX;CRJX;ANE
20170120;LEMH;LEPA;20/01/2017;20:30:00;20/01/2017;21:07:00;ECHTS;E120;SWT
20170120;LEMH;LEVC;20/01/2017;20:54:00;20/01/2017;21:46:00;ECMLC;CRJX;ANE
20170120;LEMH;LEBL;20/01/2017;16:35:00;20/01/2017;17:23:00;ECMAH;A320;VLG
20170120;LEMH;LEPA;20/01/2017;11:20:00;20/01/2017;12:10:00;ECLYJ;AT75;AEA
20170120;LEMH;LEPA;20/01/2017;6:03:00;20/01/2017;6:42:00;ECMLO;CRJX;ANE
20170120;LEMH;LEMD;20/01/2017;6:10:00;20/01/2017;7:53:00;ECMJQ;CRJX;ANE
20170120;LEMH;LEPA;20/01/2017;8:51:00;20/01/2017;9:38:00;ECLOX;CRJX;ANE
20170120;LEMH;LEPA;20/01/2017;16:27:00;20/01/2017;17:01:00;ECLOX;CRJX;ANE
20170120;LEMH;LEBL;20/01/2017;17:40:00;20/01/2017;18:32:00;EIESO;B738;RYR
20170120;LEMH;LEPA;20/01/2017;16:40:00;20/01/2017;17:28:00;ECMKE;AT75;AEA
20170120;LEMH;LEPA;20/01/2017;8:56:00;20/01/2017;9:36:00;ECLYJ;AT75;AEA
20170121;LEMH;LEPA;21/01/2017;18:40:00;21/01/2017;19:14:00;ECMLO;CRJX;ANE
20170121;LEMH;LEPA;21/01/2017;7:04:00;21/01/2017;7:45:00;ECLYJ;AT75;AEA
20170121;LEMH;LEPA;21/01/2017;14:06:00;21/01/2017;14:49:00;ECLOX;CRJX;ANE
20170121;LEMH;LEPA;21/01/2017;6:51:00;21/01/2017;7:29:00;ECLOX;CRJX;ANE
20170121;LEMH;LEBL;21/01/2017;7:28:00;21/01/2017;8:31:00;ECJKH;E120;SWT
20170122;LEMH;LEVC;22/01/2017;13:27:00;22/01/2017;14:29:00;ECLQV;AT76;ANE
20170122;LEMH;LEMD;22/01/2017;13:06:00;22/01/2017;14:27:00;ECLJT;CRJX;ANE
20170122;LEMH;LEPA;22/01/2017;8:54:00;22/01/2017;9:27:00;ECLOX;CRJX;ANE
20170122;LEMH;LEPA;22/01/2017;19:36:00;22/01/2017;20:12:00;ECMKE;AT75;AEA
20170122;LEMH;LEPA;22/01/2017;6:04:00;22/01/2017;6:36:00;ECMLO;CRJX;ANE
20170122;LEMH;LEBL;22/01/2017;13:50:00;22/01/2017;14:53:00;ECJGM;A320;VLG
20170122;LEMH;LEPA;22/01/2017;16:24:00;22/01/2017;17:04:00;ECMLO;CRJX;ANE
20170122;LEMH;LEBL;22/01/2017;20:45:00;22/01/2017;21:30:00;ECLOC;A320;VLG
20170122;LEMH;LEBL;22/01/2017;16:45:00;22/01/2017;17:42:00;ECMIQ;A319;VLG
20170122;LEMH;LEPA;22/01/2017;18:43:00;22/01/2017;19:27:00;ECMLO;CRJX;ANE
20170123;LEMH;LEBL;23/01/2017;15:50:00;23/01/2017;16:44:00;ECMBK;A320;VLG
20170123;LEMH;LEPA;23/01/2017;6:12:00;23/01/2017;6:45:00;ECMLO;CRJX;ANE
20170123;LEMH;LEBL;23/01/2017;7:55:00;23/01/2017;8:48:00;ECMDZ;A320;VLG
20170123;LEMH;LEBL;23/01/2017;12:50:00;23/01/2017;13:36:00;ECMKO;A320;VLG
20170123;LEMH;LEBL;23/01/2017;19:15:00;23/01/2017;20:11:00;ECMAH;A320;VLG
20170123;LEMH;LEPA;23/01/2017;11:12:00;23/01/2017;11:47:00;ECLYJ;AT75;AEA
20170123;LEMH;LEMD;23/01/2017;6:06:00;23/01/2017;7:33:00;ECLKF;CRJX;ANE
20170123;LEMH;LEBL;23/01/2017;16:35:00;23/01/2017;17:25:00;EIDCP;B738;RYR
20170124;LEMH;LEBL;24/01/2017;15:45:00;24/01/2017;16:31:00;ECMFM;A320;VLG
20170124;LEMH;LEPA;24/01/2017;19:25:00;24/01/2017;20:06:00;ECHFK;E120;SWT
20170124;LEMH;LEBL;24/01/2017;16:27:00;24/01/2017;17:19:00;EIDPB;B738;RYR
20170124;LEMH;LEPA;24/01/2017;18:34:00;24/01/2017;19:07:00;ECMLO;CRJX;ANE
20170124;LEMH;LEPA;24/01/2017;6:16:00;24/01/2017;6:51:00;ECLJS;CRJX;ANE
20170124;LEMH;LEBL;24/01/2017;12:28:00;24/01/2017;13:21:00;ECMLE;A320;VLG
20170124;LEMH;LEMD;24/01/2017;6:26:00;24/01/2017;7:42:00;ECLOX;CRJX;ANE
20170124;LEMH;LEPA;24/01/2017;16:40:00;24/01/2017;17:08:00;ECLYJ;AT75;AEA
20170124;LEMH;LEBL;24/01/2017;19:25:00;24/01/2017;20:14:00;ECMAI;A320;VLG
20170124;LEMH;LEPA;24/01/2017;8:56:00;24/01/2017;9:32:00;ECLYJ;AT75;AEA
20170124;LEMH;LEPA;24/01/2017;16:20:00;24/01/2017;16:54:00;ECMLO;CRJX;ANE
20170125;LEMH;LEPA;25/01/2017;11:13:00;25/01/2017;11:44:00;ECMKE;AT75;AEA
20170125;LEMH;LEBL;25/01/2017;12:15:00;25/01/2017;13:03:00;ECLRY;A320;VLG
20170125;LEMH;LEPA;25/01/2017;19:00:00;25/01/2017;19:40:00;ECMJO;CRJX;ANE
20170125;LEMH;LEPA;25/01/2017;19:34:00;25/01/2017;20:09:00;ECHFK;E120;SWT
20170125;LEMH;LEPA;25/01/2017;16:31:00;25/01/2017;17:10:00;ECMKE;AT75;AEA
20170125;LEMH;LEPA;25/01/2017;6:01:00;25/01/2017;6:35:00;ECLPG;CRJX;ANE
20170125;LEMH;LEPA;25/01/2017;16:28:00;25/01/2017;17:10:00;ECMJO;CRJX;ANE
20170125;LEMH;LEPA;25/01/2017;9:03:00;25/01/2017;9:35:00;ECMKE;AT75;AEA
20170125;LEMH;LEBL;25/01/2017;19:27:00;25/01/2017;20:26:00;ECMBF;A320;VLG
20170126;LEMH;LEPA;26/01/2017;19:19:00;26/01/2017;19:48:00;ECHFK;E120;SWT
20170126;LEMH;LEBL;26/01/2017;6:46:00;26/01/2017;7:36:00;EIFIB;B738;RYR
20170126;LEMH;LEBL;26/01/2017;19:35:00;26/01/2017;20:26:00;ECLUO;A320;VLG
20170126;LEMH;LEBL;26/01/2017;12:20:00;26/01/2017;13:08:00;ECLUO;A320;VLG
20170126;LEMH;LEMD;26/01/2017;6:05:00;26/01/2017;7:32:00;ECMLC;CRJX;ANE
20170126;LEMH;LEMD;26/01/2017;13:02:00;26/01/2017;14:22:00;ECLPN;CRJX;ANE
20170126;LEMH;LEPA;26/01/2017;16:19:00;26/01/2017;16:51:00;ECJZT;CRJ9;ANE
20170126;LEMH;LEPA;26/01/2017;11:18:00;26/01/2017;11:49:00;ECLYJ;AT75;AEA
20170127;LEMH;LEBL;27/01/2017;17:00:00;27/01/2017;17:47:00;EIDYC;B738;RYR
20170127;LEMH;LEPA;27/01/2017;6:05:00;27/01/2017;6:37:00;ECLJT;CRJX;ANE
20170127;LEMH;LEBL;27/01/2017;12:20:00;27/01/2017;13:09:00;ECMIR;A319;VLG
20170127;LEMH;LEPA;27/01/2017;19:12:00;27/01/2017;19:41:00;ECMJO;CRJX;ANE
20170127;LEMH;LEPA;27/01/2017;16:38:00;27/01/2017;17:06:00;ECLYJ;AT75;AEA
20170127;LEMH;LEVC;27/01/2017;21:09:00;27/01/2017;22:05:00;ECHHI;CRJ2;ANE
